,X_train,y_train
347,私たちはこの学期の毎土曜日の午後に体育館のバドミントンの場所を予約しているので今日からそこに行けます,私たちはこの学期の毎土曜日の午後に体育館のバドミントンの場所を予約しているので今日からそこに行けます
348,洞窟の中は暗くて不思議な空間だった壁にはきらめく鉱石がありどこか幻想的な雰囲気が漂っていた,洞窟の中は暗くて不思議な空間でした壁にはきらめく鉱石がありどこか幻想的な雰囲気が漂っていました
349,中国の漁船が日本の海上保安庁の船に故意に激突これについては証拠のビデオがあるそうです,中国の漁船が日本の海上保安庁の船に故意に激突これについては証拠のビデオがあるそうです
350,お二人が愛し合い釣り合う様子を見て仲人として二つの婚縁を取り持った,お二人が愛し合い釣り合う様子を見て仲人として二つの婚縁を取り持ちました
351,この頃の私はすぐ社会人になるにもかかわらず学生気質がまだ抜けきりませんね,この頃の私はすぐ社会人になるにもかかわらず学生気質がまだ抜けきりませんね
352,でもそのイベントの前からチッソ株式会社は継続的に汚染していた,でもそのイベントの前からチッソ株式会社は継続的に汚染していました
353,現在両国の若者文化にはいろいろな共通点もありましたが自分の特色も持っています,現在両国の若者文化にはいろいろな共通点もありましたが自分の特色も持っています
354,日本語を勉強しながら中国語の漢字が無意識に身に付くだろうと思った,日本語を勉強しながら中国語の漢字が無意識に身に付くだろうと思いました
355,虎の王キングは八百匹の虎を率いて開封の城の下へやってきた,虎の王キングは八百匹の虎を率いて開封の城の下へやってきました
356,レイの零号機に乗ってどうすんのしか出てこなくて質問の内容を一切考えられなかった,レイの零号機に乗ってどうすんのしか出てこなくて質問の内容を一切考えられませんでした
357,これは言葉を勉強している人にとって一番幸いなことに違いないと思います,これは言葉を勉強している人にとって一番幸いなことに違いないと思います
358,あの時私が苛められていたら彼女はいつも私を助けてくれました,あの時私が苛められていたら彼女はいつも私を助けてくれました
359,ということは今は日本語の本を楽しめるようになって手元の中訳バージョンはいらなくてもいいほどですが少し気にすることがあります,ということは今は日本語の本を楽しめるようになって手元の中訳バージョンはいらなくてもいいほどですが少し気にすることがあります
360,今は牡丹の花が咲く時期ではないので花の代わりに枝を差し上げた次第ですと施耐庵がこう答えた,今は牡丹の花が咲く時期ではないので花の代わりに枝を差し上げた次第ですと施耐庵がこう答えました
361,でも友達はもしその理由で別れたら彼がかわいそうだと答えました,しかし友達はもしその理由で別れたら彼がかわいそうだと答えました
362,もし年齢に関係なくみんなが使えるカバンが作れたら金持ちになるかもしれない,もし年齢に関係なくみんなが使えるカバンが作れたら金持ちになるかもしれません
363,解説は軽い命令ですと書いてありますけどはっきりしてませんね,解説は軽い命令ですと書いてありますけどはっきりしていませんね
364,政治の中心とは利益至上というモノですからそんなに気に入らなくてもいい愛国心はいいですけど他人に簡単に煽られたらそれは良くないと思います,政治の中心とは利益至上というモノですからそんなに気に入らなくてもいい愛国心はいいですけど他人に簡単に煽られたらそれは良くないと思います
365,たいていヤンキーは社会人にならないが時高校卒業後にヤンキーをやめる,たいていヤンキーは社会人にならないが時高校卒業後にヤンキーをやめます
366,その先生もどうかしているプレゼントもそんな際立つもの一味違うものをほしがる,その先生もどうかしておられるプレゼントもそんな際立つもの一味違うものをご所望です
367,もっとも著しい例は日本語の順番が動詞を一番最後のところに置くことです,もっとも著しい例は日本語の順番が動詞を一番最後のところに置くことです
368,その先生もどうかしているプレゼントもそんな際立つもの一味違うものをほしがる,その先生もどうかしていらっしゃるプレゼントもそのような際立つもの一味違うものをほしがられます
369,悲しい映画だけど映画の画面が綺麗でそれに私はその主人公(小米さん---劉若英さんが演じた役です)の気持ちがよく分かると思ったからこの映画が好きです,悲しい映画ですが映画の画面が綺麗でそれに私はその主人公(小米さん---劉若英さんが演じた役です)の気持ちがよく分かると思いましたのでこの映画が好きです
370,最近日本の小説あるいはエッセイなどをすらすらとつまらずに一気に読むことができたような気がしました,最近日本の小説あるいはエッセイなどをすらすらとつまらずに一気に読むことができたような気がしました
371,そして前の海外旅行は...演奏と親族訪問などだけです...単純に旅行したことは一回もありません,そして前の海外旅行は...演奏と親族訪問などだけです...単純に旅行したことは一回もありません
372,日本の女性はほとんどの人がメークするらしいと聞きましたがその程度の話まで想像出来ないです,日本の女性はほとんどの人がメークするらしいと聞きましたがその程度の話まで想像出来ないです
373,国際問題になることが彼自身でも予想できると思いますから漁船は何気なくわざわざ日本の船にぶつかる必要が本当にありますか,国際問題になることが彼自身でも予想できると思いますから漁船は何気なくわざわざ日本の船にぶつかる必要が本当にありますか
374,わたしは苺が好き,わたくしは苺が好きです
375,人の頼みを断るのは嫌いですけどでも今回はきっぱりと断りました,人の頼みを断るのは嫌いですけどでも今回はきっぱりと断りました
376,むかし日本語を読めなかったときあ村上春樹さんの本はこういう感じかなやらなんか考え方が深すぎて意味がちょっとわからないやらとにかく感心させてくれませんでした,むかし日本語を読めなかったときあ村上春樹さんの本はこういう感じかなやらなんか考え方が深すぎて意味が少しわからないやらとにかく感心させてくれませんでした
377,シュワルツェネッガーとスタローンとどっちのほうが頭がいいですか,シュワルツェネッガーとスタローンとどちらのほうが頭がいいですか
378,私が送信したのはカキコミではない寂しさなんだ寂しさなんだというのは去年中国のインターネット上でもっとも流行している言葉でした,私が送信したのはカキコミではない寂しさなんだ寂しさなんだというのは去年中国のインターネット上でもっとも流行している言葉でした
379,牡丹は葉が落ちて黒く細い枝が枯れているように見えるがどういう意味があるだろう,牡丹は葉が落ちて黒く細い枝が枯れているように見えるがどういう意味があるのでしょう
380,彼らはこの不思議な出会いを一生忘れることはなかった,彼らはこの不思議な出会いを一生忘れることはありませんでした
381,初期の映画から今のドラマアニメテレビゲーム及び一部の電子製品に至るまで日本文化の影響が至る所に見られています,初期の映画から今のドラマアニメテレビゲーム及び一部の電子製品に至るまで日本文化の影響が至る所に見られています
382,泳ぐのは楽しいけど日焼けには気をつけようね,泳ぐのはは楽しいが日焼けにはご注意ください
383,中国古代神話故事翻訳挑戦第0弾八百匹虎東京を騒がす(0),中国古代神話故事翻訳挑戦第0弾八百匹虎東京を騒がす(0)
384,わたしたちは一番と思う,わたくしどもは一番と思います
385,どんな所でどんな物を皆は使っているかあるいは前にだれも使ったことがなかった物がないかと聞いた,どんな所でどんな物を皆は使っているかあるいは前にだれも使ったことがなかった物がないかと聞きました
386,日本語は違うと思いますが確かじゃないので例をもらえたら助かります,日本語は違うと思いますが確かではないので例をいただけたら助かります
387,今日は辞書が届きます確かにすごい辞書ですけど字がちょっと細かすぎます,今日は辞書が届きます確かにすごい辞書ですが字が少し細かすぎます
388,この時期に交通状況がひどく厳しくて飛行機と汽車と長距離バスの切符を買うのは非常に難しいです,この時期に交通状況がひどく厳しくて飛行機と汽車と長距離バスの切符を買うのは非常に難しいです
389,故意かどうか私たちのようなニュースをみただけの民間人には断言できないと思います,故意かどうか私たちのようなニュースをみただけの民間人には断言できないと思います
390,nictによるとすげーことにこんなに大きなフレアが出るのは0年以上ぶりだって,nictによると短期間にこれほどのフレアが発生するのは0年以上ぶりという
391,それにオーロラもめっちゃキレイに発達して普段は見れない低緯度でも見られたらしい,オーロラも発達し普段は見られない低緯度でも見られたということです
392,日本語能力試験の日がだんだん近づくにつれて私は不安になっています,日本語能力試験の日がだんだん近づくにつれて私は不安になっています
393,伝統文化をちゃんと味わってそして新鮮なものをくわえて新たなすばらしい若者文化を作りましょう,伝統文化をきちんと味わってそして新鮮なものをくわえて新たなすばらしい若者文化を作りましょう
394,小川のそばを歩いていると急に小さな川のせせらぎが聞こえてきた,小川のほとりを歩いていると急に小さな川のせせらぎが聞こえてきました
395,心の中では敬服はしていたがでも畢竟よい兆しではないだが人は其で好き好きなので無理やりすることが出来まいと思っていた,心の中では敬服はしていましたがでも畢竟よい兆しではありませんですが人は其で好き好きなので無理やりすることが出来まいと思っていました
396,ロシアで結婚式にお客さんをたくさん招待することになっています,ロシアで結婚式にお客さんをたくさん招待することになっています
397,開封府の長官は虎が群がって殺到してきてることを聞いておずおずし四つの門をしっかりと閉めて兵士が城の上でしっかりと守るように命令を出した,開封府の長官は虎が群がって殺到してきてることを聞いておずおずされ四つの門をしっかりと閉めて兵士が城の上でしっかりと守るように命令を出された
398,僕はえいごのクラスとバイオロジーのクラスとジオグラフィのクラスと日本語のクラスを取っています,僕はえいごのクラスとバイオロジーのクラスとジオグラフィのクラスと日本語のクラスを取っています
399,マジで時間が足りないよ冗談はやめてくれない進学はどうするのクラス委員さんがやればいいのにと皆は文句を言いました,マジで時間が足りないよ冗談はやめてくれない進学はどうするのクラス委員さんがやればいいのにと皆は文句を言いました
400,それで二人の弟子に向けて今や政府不振政治腐敗天下の混乱は遠からず来る,それで二人の弟子に向けて今や政府不振政治腐敗天下の混乱は遠からず来る
401,ある日のことだった夏休み中のたろうは友達のゆうたと一緒に古びた図書館にやってきた,ある日のことてした夏休み中の太郎は友達の裕太と一緒に古びた図書館にやってきました
402,故郷では内モンゴルの片田舎で農民の素朴な品性を持っていて金とか名利とかにあっさりしています,故郷では内モンゴルの片田舎で農民の素朴な品性を持っていて金とか名利とかにあっさりしています
403,今日は午前0時に大学へ行こうとしたが家の近くの道路が工事中のため通行止めでした,今日は午前0時に大学へ行こうとしましたが家の近くの道路が工事中のため通行止めでした
404,このせいで日本語の授業が行けなくなっちゃって塾に電話しました,このために日本語の授業が行けなくなってしまい塾に電話しました
405,シュワルツェネッガーとスタローンとどっちのほうが頭がいいですか,シュワルツェネッガーとスタローンとどちらのほうが頭がいいですか
406,その結婚式は二日間続いていて花婿と花嫁はとても疲れていましたが幸福でした,その結婚式は二日間続いていて花婿と花嫁はとても疲れていらっしゃいましたが幸福でした
407,しかも私は今週の月曜日の朝楽器やへティンホイッスル(tin whistle)を買いに行った,しかも私は今週の月曜日の朝楽器やへティンホイッスル(tin whistle)を買いに行きました
408,たろうとゆうたは驚いて目を閉じた数秒後二人は目を開けるとそこはまるで異世界のような場所だった,太郎と裕太は驚き目を閉じました数秒後二人は目を開けるとそこはまるで異世界のような場所でした
409,lang-0においてバグ・レポートを提出させていただきたいと思います,lang-0においてバグ・レポートを提出させていただきたいと思います
410,もしまたこんなことが発生したら日本で裁判所に上訴する方法は不可能だということになります,もしまたこんなことが発生したら日本で裁判所に上訴する方法は不可能だということになります
411,ピアノの発表会などで少女が着るような服をもっとフリフリにしたこのファッションはある人にとってはとても信じられないファッションかもしれませんけどロリータのファンも少なくないです,ピアノの発表会などで少女が着るような服をもっとフリフリにしたこのファッションはある人にとってはとても信じられないファッションかもしれませんけどロリータのファンも少なくないです
412,水俣病は神経学的症候群なので病気の症状は運動失調や失明や難聴だ,水俣病は神経学的症候群なので病気の症状は運動失調や失明や難聴です
413,そして日本のメディアは船長の裏には中国政府の仕業かもしれないとも書いています,そして日本のメディアは船長の裏には中国政府の仕業かもしれないとも書いています
414,友達とビーチに行って泳いで砂浜で遊んでみんなとバーベキューしよう,友人とビーチに行って泳いで砂浜で遊んで一緒にバーベキューをしましょう
415,長い間行き届いた掃除をしなかったのでいま私は腰がまっすぐ伸ばせないほどだるいです,長い間行き届いた掃除をしなかったのでいま私は腰がまっすぐ伸ばせないほどだるいです
416,しかし日本側は選挙が終わっても船長を釈放する様子が全然ありませんからやっと本気で抗議し始めます,しかし日本側は選挙が終わっても船長を釈放する様子が全然ありませんからやっと本気で抗議し始めます
417,それで祝えなくてプレゼントを司会者をつうじて渡した人もいました,それで祝えなくてプレゼントを司会者をつうじて渡した人もいました
418,あの時私が苛められていたら彼女はいつも私を助けてくれました,あの時私が苛められていたら彼女はいつも私を助けてくださいました
419,中国政府の前半の抗議は日本側との芝居にすぎないと私の先生が分析しました,中国政府の前半の抗議は日本側との芝居にすぎませんと私の先生が分析されました
420,原因は友達が不定時に猫に餌をやるからでプリンはお腹がすきすぎて,原因は友達が不定時に猫に餌をやるからでプリンはお腹がすきすぎて
421,水俣病は神経学的症候群なので病気の症状は運動失調や失明や難聴だ,水俣病は神経学的症候群ですので病気の症状は運動失調や失明や難聴です
422,たいていヤンキーは社会人にならないが時高校卒業後にヤンキーをやめる,たいていヤンキーは社会人になりませんが時高校卒業後にヤンキーをやめます
423,ちょっと話題からそれてしまいましたがとりあえずやがて哀しき外国語という中訳バージョンはかつて何回も見ましたが筋が捉えられなかったということです,少し話題からそれてしまいましたがとりあえずやがて哀しき外国語という中訳バージョンはかつて何回も見ましたが筋が捉えられなかったということです
424,今は牡丹の花が咲く時期ではないので花の代わりに枝を差し上げた次第ですと施耐庵がこう答えた,今は牡丹の花が咲く時期ではないので花の代わりに枝を差し上げた次第ですと施耐庵がこう答えました
425,一冊を読み切ったわけではないのでただ一部を読んでみただけで今回のエントリーはこの本についての感想文ではありません,一冊を読み切ったわけではないのでただ一部を読んでみただけで今回のエントリーはこの本についての感想文ではありません
426,彼女が日本語を学ぶ切っ掛けは高校0年生の時の授業のためでした,彼女が日本語を学ぶ切っ掛けは高校0年生の時の授業のためでした
427,解説は軽い命令ですと書いてありますけどはっきりしてませんね,解説は軽い命令ですと書いてありますけどはっきりしてませんね
428,僕の出身ではほとんどの和食のレストランのマネジャーは韓国人か中国人だと思う,僕の出身ではほとんどの和食のレストランのマネジャーは韓国人か中国人だと思います
429,長官はそれを見て手足に力も入らないように痺れて立つことさえ出来なかった,長官はそれをご覧になって手足に力も入らないように痺れてお立ちになることさえ出来ませんでした
430,0年代に生まれた若者の中で流行している非主流という概念はまだ絶対的な解釈はありません,0年代に生まれた若者の中で流行している非主流という概念はまだ絶対的な解釈はありません
431,最初このアニメは夢を追うことだと思うけれどもストーリーが続くにつれてあたしの考えも変わった,最初このアニメは夢を追うことだと思うけれどもストーリーが続くにつれてわたしの考えも変わりました
432,モスクワで普通新婚夫婦は赤の広場に行って永遠の火に花を捧げています,モスクワで普通新婚夫婦は赤の広場にいらっしゃって永遠の火に花を捧げていらっしゃいます
433,うちの村の人だから普通の漁民だなんで工作員として疑われるの,うちの村の人ですから普通の漁民ですなぜ工作員として疑われるのでしょうか
434,そして彼女には美しい妹さんがいるそうですが今年大学へ進学したそうです,そして彼女には美しい妹さんがいるそうですが今年大学へ進学したそうです
435,そのとき受付の人からちなみに大島先生はしばらく日本に戻りましたので今日から二月まで授業が代講になりましたって言われました,そのとき受付の人からちなみに大島先生はしばらく日本に戻りましたので今日から二月まで授業が代講になりましたと言われました
436,霍さんはインターンシップに行きましたので0人が残っています,霍さんはインターンシップに行きましたので0人が残っています
437,もし...ここに私と一緒に住んでも構わない日本人がいたら男女,もし...ここに私と一緒にお住まいになっても構わない日本人がいらっしゃったら男女
438,"お菓子はおいしいです.だから私はお菓子が大好きです!毎日,私はお菓子を食べます!","お菓子はおいしいです.だから私はお菓子が大好きです!毎日,私はお菓子を食べます!"
439,でも日本語の原作を見るうちにわからない言葉はあったんですけど中訳より理解できる気がしました,でも日本語の原作を見るうちにわからない言葉はあったんですけど中訳より理解できる気がしました
440,やっぱり弟は怒りましたが家に帰った後カメラを直すことができました,やはり弟は怒りましたが家に帰った後カメラを直すことができました
441,だっていつも字幕を観てたしちょっとだけ聞き取った言葉に自信がなくても漢字から意味を探したりしてたもんで次回から字幕を隠そうと思ってる,だっていつも字幕を観てたし少しだけ聞き取った言葉に自信がなくても漢字から意味を探したりしてたもんで次回から字幕を隠そうと思っています
442,私の仕事は技術サポータなので今週も休暇をとることができません,私の仕事は技術サポータなので今週も休暇をとることができません
443,実は私はずっとそのビデオの完全の内容を皆に公開した方がいいと思います,実は私はずっとそのビデオの完全の内容を皆に公開した方がいいと思います
444,外国語を勉強している人は一度自分の国の立場を出て相手の立場に立って考えたらどうですか,外国語を勉強していらっしゃる方は一度ご自分の国の立場を出て相手の立場に立ってお考えになったらどうですか
445,原作は東野圭吾の同名の小説です私はすごく感動して最後までいっぱい泣いちゃいました,原作は東野圭吾の同名の小説です私はすごく感動して最後までたくさん泣いてしまいました
446,同社によると列車を駒込駅に一時停車させ乗務員らが申告のあった0号車内を確認したがヘビのようなものは確認できなかった,同社によると列車を駒込駅に一時停車させ乗務員らが申告のあった0号車内を確認したがヘビのようなものは確認できませんでしだ
447,ちょっと話題からそれてしまいましたがとりあえずやがて哀しき外国語という中訳バージョンはかつて何回も見ましたが筋が捉えられなかったということです,ちょっと話題からそれてしまいましたがとりあえずやがて哀しき外国語という中訳バージョンはかつて何回も見ましたが筋が捉えられなかったということです
448,ある友達からspirited awayという映画をもらってるんで次はそれにしようかな,ある友達からspirited awayという映画をもらってるんで次はそれにしようかな
449,この前私たち中国の若者は欧米人と話しているときよく英語の名前を使うのに対して日本の若者たちはよくローマ字で自分の名前をそのまま使います,この前私たち中国の若者は欧米人と話しているときよく英語の名前を使うのに対して日本の若者たちはよくローマ字で自分の名前をそのまま使います
450,たろうとゆうたは驚きこれは一体何なんだろうと言った,太郎と裕太は驚きこれは一体何なのでしょうかと言いました
451,アイルランドの音楽が好きでこの楽器の音が大好きなので習いたいのだ,アイルランドの音楽が好きでこの楽器の音が大好きなので習いたいのです
452,伝統文化をちゃんと味わってそして新鮮なものをくわえて新たなすばらしい若者文化を作りましょう,伝統文化をちゃんと味わってそして新鮮なものをくわえて新たなすばらしい若者文化を作りましょう
453,毎日新聞に漁船は先兵として日本に探察しに来るかもしれないと書いてあります,毎日新聞に漁船は先兵として日本に探察しに来るかもしれないと書いてあります
454,皆さんはthomas alfa edisonトーマスアルファエジソンをしっていますか,皆様はthomas alfa edisonトーマスアルファエジソンをご存じですか
455,二人は図書館に戻り手にしたその古びた本を閉じた,二人は図書館に戻り手にしたその古びた本を閉じました
456,皆もいやですからクラス委員として責任を取らなければなりませんでした,皆もいやですからクラス委員として責任を取らなければなりませんでした
457,二人は川を辿って行くと不思議な洞窟を見つけた洞窟の入り口からは涼しい風が吹き中からは微かな光が漏れていたたろうは興味津で中に入ってみようと言った,二人は川を辿っていくと不思議な洞窟を見つけました洞窟の入り口からは涼しい風が吹き中からは微かな光が漏れていました太郎は興味津で中に入ってみましょうと言いました
458,今日わたしはえいがかんでインビクタスという映画を見に行きました,今日わたしはえいがかんでインビクタスという映画を見に行きました
459,いつものように親友に相談するといまの私にそんなことを相談をするなんて信じられないとなじられた,いつものように親友に相談するといまの私にそんなことを相談をするなんて信じられないとなじられました
460,突然床に不明な嘔吐されたものを見つけましたプリンの食欲がだんだん少なくなって病気になって入院しました,突然床に不明な嘔吐されたものを見つけましたプリンの食欲がだんだん少なくなって病気になって入院しました
461,アメリカの給料レポートによるとアメリカのceoの給料は労働者の0倍の給料だということだ,アメリカの給料レポートによるとアメリカのceoの給料は労働者の0倍の給料だということです
462,商業的に考えればカバンの商売がよくできたらお金を儲けてお金持ちになれるでしょうか,商業的に考えるならカバンの商売がよくできましたらお金を儲けてお金持ちになれるでしょうか
463,やはり言葉を身につけると世界が広がったり考えも変わったりしますよね,やはり言葉を身につけると世界が広がったり考えも変わったりしますよね
464,たぶん最初中国政府も日本の官僚たちがこんなことを起こして国会議員たちに圧力をかけて選挙を影響を与えるのが日本側の目的だと思っています,たぶん最初中国政府も日本の官僚たちがこんなことを起こして国会議員たちに圧力をかけて選挙を影響を与えるのが日本側の目的だと思っています
465,さてアメリカのceoの教育のレべルは日本のceoよりさらに高いのだろうか,さてアメリカのceoの教育のレべルは日本のceoよりさらに高いのでしょうか
466,(演じた)ドラマ映画サイゴン・ラブ・ストーリーラブ・ストーリー,(演じた)ドラマ映画サイゴン・ラブ・ストーリーラブ・ストーリー
467,日本語の先生の中で大島先生のことが一番好きですから一言もいえずに会えなくなっちゃって寂しい感じがしました...ちゃんと戻ってきてくれるかなってちょっと心配になってきました,日本語の先生の中で大島先生のことが一番好きですから一言もいえずに会えなくなってしまって寂しい感じがしました...ちゃんと戻ってきてくれるかなと少し心配になってきました
468,でも私の最後の高校のコンサートでしたのでちょっと悲しいです,でも私の最後の高校のコンサートでしたのでちょっと悲しいです
469,ほかのユーザによって自分のアカウントで添削した箇所に関してのコメントを見ることができないことを指摘されました,ほかのユーザによって自分のアカウントで添削した箇所に関してのコメントを見ることができないことを指摘されました
470,中国の漁船が日本の海上保安庁の船に故意に激突これについては証拠のビデオがあるそうです,中国の漁船が日本の海上保安庁の船に故意に激突しましたこれについては証拠のビデオがあるそうです
471,でも最近日本の女の子の間でとても人気がある森ガールというスタイルは私もすごく気に入っていました,でも最近日本の女の子の間でとても人気がある森ガールというスタイルは私もとても気に入っていました
472,その時に人がedisonはむだなことをしていると思いました,その時に人がedisonはむだなことをしていると思いました
473,また日本の若者たちに歌舞伎という言葉を聞いてどういったことを思い浮かべるかという質問をしてみたら彼たちはいったいどう答えるでしょうか,また日本の若者たちに歌舞伎という言葉を聞いてどういったことを思い浮かべるかという質問をしてみたら彼たちはいったいどう答えるでしょうか
474,まずこの格差がある理由を知るためにはceoと労働者の給料の平均に基づいてデータを分析する,まずこの格差がある理由を知るためにはceoと労働者の給料の平均に基づいてデータを分析します
475,気象庁は宮城県沿岸に津波警報を発令青森県の太平洋沿岸と岩手福島茨城各県の沿岸には津波注意報を発令しました,気象庁は宮城県沿岸に津波警報を発令青森県の太平洋沿岸と岩手福島茨城各県の沿岸には津波注意報を発令しました
476,特に最後の元気そうなお母ちゃんとその子供の笑顔に心が温まった,特に最後の元気そうなお母さんとその子供の笑顔に心が温まりました
477,週末街に出た,週末街に出てきました
478,今日は辞書が届きます確かにすごい辞書ですけど字がちょっと細かすぎます,今日は辞書が届きます確かにすごい辞書ですけど字がちょっと細かすぎます
479,だから姉さんが私の姿を見るとお前姿を見えないほど太ったまるでボールみたいって言いました,ですのでお姉様が私の姿をご覧になるとお前姿を見えないほど太ったまるでボールみたいとおっしゃいました
480,でも障害も難しいこともありますから度夢とか希望を果たすことができません,でも障害も難しいこともありますから度夢とか希望を果たすことができません
481,だから今日はバイクを買っちゃいました格好よくない中古車ですけど,だから今日はバイクを買ってしまいました格好よくない中古車ですけど
482,そうするともともと自分が理解できないことも何となく分かると思います,そうするともともとご自分が理解できないことも何となくお分かりになると思います
483,最近日本の小説あるいはエッセイなどをすらすらとつまらずに一気に読むことができたような気がしました,最近日本の小説あるいはエッセイなどをすらすらとつまらずに一気に読むことができたような気がしました
484,アメリカの金持ちならソフトウェアの会社の会長ビル・ゲイツほど財産が多い人はいない,アメリカの金持ちならソフトウェアの会社の会長ビル・ゲイツほど財産が多い人はいない
485,よく一番人気があるアトラクションで人がいる時に遊ぶために長く待ちます,よく一番人気があるアトラクションで人がいる時に遊ぶために長く待ちます
486,あまり鋭くありませんがこんなに小さい小ナイフなら十分です,あまり鋭くありませんがこんなに小さい小ナイフなら十分です
487,正直に言うと私は音痴の上にたくさんの人の前で大声で話すことさえできませんでした,正直に言うと私は音痴の上にたくさんの人の前で大声で話すことさえできませんでした
488,0日から0日まではavconというアニメとテレビゲームの大会です,0日から0日まではavconというアニメとテレビゲームの大会です
489,そこで中国語に変える場合は頭が回転しないといけないくらいひねってどう組めばいいかなと戸惑うことがしょっちゅうです,そこで中国語に変える場合は頭が回転しないといけないくらいひねってどう組めばいいかなと戸惑うことがしょっちゅうです
490,那覇裁判所は日本の国内法で裁判したこういうやり方は適当なのかと考えています,那覇裁判所は日本の国内法で裁判したこういうやり方は適当なのかと考えています
491,学校で知識を詰め込む教育に学生は困っていていい成績の競争は大変だ,学校で知識を詰め込む教育に学生は困っていていい成績の競争は大変です
492,お前がママに渡してくれよ,あなたがお母さんに渡して下さいよ
493,edisonエジソンはひゃっかいでもせんかいでも失敗しました,edisonエジソンはひゃっかいでもせんかいでも失敗しました
494,この賞のおかげでアン・ツーホー・ゴク・ハースアン・ランと同様学生の花モデルというユースファッションモデルクラブに参加した,この賞のおかげでアン・ツーホー・ゴク・ハースアン・ランと同様学生の花モデルというユースファッションモデルクラブに参加しました
495,でも私の最後の高校のコンサートでしたのでちょっと悲しいです,でも私の最後の高校のコンサートでしたので少し悲しいです
496,一人ぼっちになった私が教室でもうどうにも我慢できなくて大声で泣き出しました,一人ぼっちになった私が教室でもうどうにも我慢できなくて大声で泣き出しました
497,ところで一番聞き取りにくかったのがやっぱりおばあちゃんの言葉だった,ところで一番聞き取りにくかったのがやっぱりおばあちゃんの言葉でした
498,ハノイで行われたヒェン・ツクさんのライブショーに参加したばかりだがサイゴン・ラブ・ストーリーの俳優のフア・ビー・バンはもうすぐ開催される上海国際フィルムフェスティバルの準備で忙しそうだ,ハノイで行われたヒェン・ツクさんのライブショーに参加したばかりですがサイゴン・ラブ・ストーリーの俳優のフア・ビー・バンはもうすぐ開催される上海国際フィルムフェスティバルの準備で忙しそうです
499,外国人が日本に来て数年で花粉症になったという話もよく聞く,外国人が日本に来て数年で花粉症になったという話もよく聞きます
500,好きな歌手はカナダの女性ロッカーのアブリルラビンだと言いました,好きな歌手はカナダの女性ロッカーのアブリルラビンだとおっしゃいました
501,今年の苺はまずい,今年の苺はおいしくないです
502,今日は授業がありますので明日授業の後一緒に外食に行くことにします,今日は授業がありますので明日授業の後一緒に外食に行くことにします
503,人に聞いたら日本語が上手になるためにはいい辞書がなければならないと言われましたそれで僕はいい辞書を探しはじめました,人に聞いたら日本語が上手になるためにはいい辞書がなければならないと言われましたそれで僕はいい辞書を探しはじめました
504,この文章はキャノン杯スピーチ特訓班の発表のテーマとして書いています,この文章はキャノン杯スピーチ特訓班の発表のテーマとして書いています
505,経済的に親から独立しているからアルバイトができるまで奨学金を仰がなければならないんです,経済的に親から独立しているのでアルバイトができるまで奨学金を仰がなければならないのです
506,そしてネット上ではこのセリフをまねてそんなooで大丈夫かと尋ねると大丈夫だ問題ないと答えるやりとりが大流行でした,そしてネット上ではこのセリフをまねてそんなooで大丈夫かと尋ねると大丈夫だ問題ないと答えるやりとりが大流行でした
507,たとえば今日本の若者文化のシンボルと言えば私はなんとなくロリータファッションを頭に浮かべました,たとえば今日本の若者文化のシンボルと言えば私はなんとなくロリータファッションを頭に浮かべました
508,今までスロバキアにいてインターネットがなくてちょっと困ったので七月の半期はlang-0にエントリーを書くことができませんでした,今までスロバキアにいてインターネットがなくてちょっと困ったので七月の半期はlang-0にエントリーを書くことができませんでした
509,相手をどんなに愛しても自分が相手にどんなに愛されても恋人になったらいつか別れると彼女はそう信じます,相手をどんなに愛しても自分が相手にどんなに愛されても恋人になったらいつか別れると彼女はそう信じます
510,水俣病の生存者と生存者の家族の証言によると水俣病はとてもひどい病だったらしい,水俣病の生存者と生存者の家族の証言によると水俣病はとてもひどい病だったらしいです
511,今夜はオーロラ綺麗に出るかなって思った,今夜こそきれいなオーロラが出るかなって思いました
512,楽しい一日だった友達と一緒にいて動物を見るのは最高だね,楽しい一日でしたお友達と一緒にいて動物を見ることは最高ですね
513,国内の皆さんもそれを知っていると思います実は国内で今回の中国政府の抗議しかしないやり方が弱いと批判されています,国内の皆さんもそれを知っていると思います実は国内で今回の中国政府の抗議しかしないやり方が弱いと批判されています
514,以下のようなフレーズがあります自分を信じるわや宝くじ当たったの,以下のようなフレーズがあります自分を信じるわや宝くじ当たったの
515,だから私だけはどんなに疲れても絶対思う存分やらせておきたい,だから私だけはどんなに疲れても絶対思う存分やらせておきたいです
516,クレジットカードをスキャンしましたそしておきゃくさんが払いました,クレジットカードをスキャンしましたそしておきゃくさまがお支払いになりました
517,たぶんどこかでtop secretとして封印されるかもしれません,たぶんどこかでtop secretとして封印されるかもしれません
518,日本のみへのレアアース輸出の禁止wto違反や日本関係の通関手続きの妨害とかもしていた原因でもあると思います,日本のみへのレアアース輸出の禁止wto違反や日本関係の通関手続きの妨害などもしていた原因でもあると思います
519,ある友達からspirited awayという映画をもらってるんで次はそれにしようかな,ある友達からspirited awayという映画をもらっているので次はそれにしようかな
520,どのくらい再び愛することが出来ますか(有多少愛可以重來)という歌は,どのくらい再び愛することが出来ますか(有多少愛可以重來)という歌は
